Record Length,Analog:700
Sample Interval,CH:0.0000000010000
Vertical Units,CH1:V CH3:V,,,
Vertical Scale,CH1:+1.000000E+00 CH3:+1.000000E+00,,,
Vertical Offset,CH1:+2.000000E-01 CH3:-3.500000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,0.0500000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ3R3911,,,
Software Version,8.1.6.1.33,,,
Source,CH1,CH3
+3.500000E-08,+1.440000E+00,+3.260000E+00
+3.600000E-08,+1.480000E+00,+3.260000E+00
+3.700000E-08,+1.560000E+00,+3.220000E+00
+3.800000E-08,+1.640000E+00,+3.220000E+00
+3.900000E-08,+1.720000E+00,+3.300000E+00
+4.000000E-08,+1.800000E+00,+3.260000E+00
+4.100000E-08,+1.840000E+00,+3.260000E+00
+4.200000E-08,+1.840000E+00,+3.260000E+00
+4.300000E-08,+1.960000E+00,+3.260000E+00
+4.400000E-08,+2.000000E+00,+3.300000E+00
+4.500000E-08,+2.040000E+00,+3.300000E+00
+4.600000E-08,+2.160000E+00,+3.300000E+00
+4.700000E-08,+2.200000E+00,+3.300000E+00
+4.800000E-08,+2.280000E+00,+3.380000E+00
+4.900000E-08,+2.320000E+00,+3.340000E+00
+5.000000E-08,+2.360000E+00,+3.340000E+00
+5.100000E-08,+2.400000E+00,+3.300000E+00
+5.200000E-08,+2.440000E+00,+3.300000E+00
+5.300000E-08,+2.480000E+00,+3.300000E+00
+5.400000E-08,+2.520000E+00,+3.300000E+00
+5.500000E-08,+2.560000E+00,+3.340000E+00
+5.600000E-08,+2.640000E+00,+3.340000E+00
+5.700000E-08,+2.640000E+00,+3.340000E+00
+5.800000E-08,+2.640000E+00,+3.340000E+00
+5.900000E-08,+2.720000E+00,+3.340000E+00
+6.000000E-08,+2.720000E+00,+3.340000E+00
+6.100000E-08,+2.760000E+00,+3.340000E+00
+6.200000E-08,+2.800000E+00,+3.340000E+00
+6.300000E-08,+2.800000E+00,+3.340000E+00
+6.400000E-08,+2.800000E+00,+3.340000E+00
+6.500000E-08,+2.840000E+00,+3.340000E+00
+6.600000E-08,+2.880000E+00,+3.340000E+00
+6.700000E-08,+2.840000E+00,+3.340000E+00
+6.800000E-08,+2.880000E+00,+3.340000E+00
+6.900000E-08,+2.880000E+00,+3.340000E+00
+7.000000E-08,+2.960000E+00,+3.340000E+00
+7.100000E-08,+2.960000E+00,+3.340000E+00
+7.200000E-08,+2.920000E+00,+3.340000E+00
+7.300000E-08,+2.960000E+00,+3.340000E+00
+7.400000E-08,+3.000000E+00,+3.340000E+00
+7.500000E-08,+3.000000E+00,+3.340000E+00
+7.600000E-08,+3.000000E+00,+3.300000E+00
+7.700000E-08,+3.040000E+00,+3.300000E+00
+7.800000E-08,+3.000000E+00,+3.300000E+00
+7.900000E-08,+3.000000E+00,+3.300000E+00
+8.000000E-08,+3.000000E+00,+3.300000E+00
+8.100000E-08,+3.040000E+00,+3.300000E+00
+8.200000E-08,+3.000000E+00,+3.300000E+00
+8.300000E-08,+3.040000E+00,+3.300000E+00
+8.400000E-08,+3.040000E+00,+3.300000E+00
+8.500000E-08,+3.040000E+00,+3.300000E+00
+8.600000E-08,+3.080000E+00,+3.300000E+00
+8.700000E-08,+3.120000E+00,+3.300000E+00
+8.800000E-08,+3.120000E+00,+3.340000E+00
+8.900000E-08,+3.120000E+00,+3.300000E+00
+9.000000E-08,+3.120000E+00,+3.300000E+00
+9.100000E-08,+3.160000E+00,+3.300000E+00
+9.200000E-08,+3.120000E+00,+3.300000E+00
+9.300000E-08,+3.160000E+00,+3.300000E+00
+9.400000E-08,+3.160000E+00,+3.300000E+00
+9.500000E-08,+3.120000E+00,+3.300000E+00
+9.600000E-08,+3.160000E+00,+3.300000E+00
+9.700000E-08,+3.120000E+00,+3.300000E+00
+9.800000E-08,+3.120000E+00,+3.300000E+00
+9.900000E-08,+3.160000E+00,+3.300000E+00
+1.000000E-07,+3.120000E+00,+3.300000E+00
+1.010000E-07,+3.120000E+00,+3.340000E+00
+1.020000E-07,+3.160000E+00,+3.340000E+00
+1.030000E-07,+3.160000E+00,+3.340000E+00
+1.040000E-07,+3.160000E+00,+3.340000E+00
+1.050000E-07,+3.160000E+00,+3.300000E+00
+1.060000E-07,+3.160000E+00,+3.300000E+00
+1.070000E-07,+3.120000E+00,+3.300000E+00
+1.080000E-07,+3.160000E+00,+3.300000E+00
+1.090000E-07,+3.120000E+00,+3.300000E+00
+1.100000E-07,+3.160000E+00,+3.300000E+00
+1.110000E-07,+3.200000E+00,+3.260000E+00
+1.120000E-07,+3.160000E+00,+3.260000E+00
+1.130000E-07,+3.160000E+00,+3.260000E+00
+1.140000E-07,+3.160000E+00,+3.260000E+00
+1.150000E-07,+3.200000E+00,+3.260000E+00
+1.160000E-07,+3.200000E+00,+3.260000E+00
+1.170000E-07,+3.200000E+00,+3.260000E+00
+1.180000E-07,+3.160000E+00,+3.260000E+00
+1.190000E-07,+3.160000E+00,+3.260000E+00
+1.200000E-07,+3.160000E+00,+3.260000E+00
+1.210000E-07,+3.200000E+00,+3.260000E+00
+1.220000E-07,+3.160000E+00,+3.260000E+00
+1.230000E-07,+3.160000E+00,+3.260000E+00
+1.240000E-07,+3.160000E+00,+3.260000E+00
+1.250000E-07,+3.160000E+00,+3.260000E+00
+1.260000E-07,+3.160000E+00,+3.260000E+00
+1.270000E-07,+3.200000E+00,+3.260000E+00
+1.280000E-07,+3.160000E+00,+3.300000E+00
+1.290000E-07,+3.160000E+00,+3.260000E+00
+1.300000E-07,+3.160000E+00,+3.260000E+00
+1.310000E-07,+3.160000E+00,+3.260000E+00
+1.320000E-07,+3.160000E+00,+3.260000E+00
+1.330000E-07,+3.120000E+00,+3.260000E+00
+1.340000E-07,+3.160000E+00,+3.260000E+00
+1.350000E-07,+3.120000E+00,+3.260000E+00
+1.360000E-07,+3.160000E+00,+3.260000E+00
+1.370000E-07,+3.160000E+00,+3.260000E+00
+1.380000E-07,+3.120000E+00,+3.260000E+00
+1.390000E-07,+3.160000E+00,+3.260000E+00
+1.400000E-07,+3.160000E+00,+3.260000E+00
+1.410000E-07,+3.200000E+00,+3.260000E+00
+1.420000E-07,+3.200000E+00,+3.260000E+00
+1.430000E-07,+3.200000E+00,+3.300000E+00
+1.440000E-07,+3.200000E+00,+3.260000E+00
+1.450000E-07,+3.200000E+00,+3.260000E+00
+1.460000E-07,+3.200000E+00,+3.260000E+00
+1.470000E-07,+3.160000E+00,+3.260000E+00
+1.480000E-07,+3.200000E+00,+3.260000E+00
+1.490000E-07,+3.160000E+00,+3.300000E+00
+1.500000E-07,+3.200000E+00,+3.260000E+00
+1.510000E-07,+3.240000E+00,+3.260000E+00
+1.520000E-07,+3.200000E+00,+3.260000E+00
+1.530000E-07,+3.200000E+00,+3.260000E+00
+1.540000E-07,+3.240000E+00,+3.260000E+00
+1.550000E-07,+3.240000E+00,+3.260000E+00
+1.560000E-07,+3.160000E+00,+3.260000E+00
+1.570000E-07,+3.200000E+00,+3.260000E+00
+1.580000E-07,+3.240000E+00,+3.260000E+00
+1.590000E-07,+3.200000E+00,+3.260000E+00
+1.600000E-07,+3.240000E+00,+3.260000E+00
+1.610000E-07,+3.240000E+00,+3.260000E+00
+1.620000E-07,+3.200000E+00,+3.260000E+00
+1.630000E-07,+3.200000E+00,+3.260000E+00
+1.640000E-07,+3.240000E+00,+3.260000E+00
+1.650000E-07,+3.200000E+00,+3.260000E+00
+1.660000E-07,+3.200000E+00,+3.260000E+00
+1.670000E-07,+3.200000E+00,+3.260000E+00
+1.680000E-07,+3.240000E+00,+3.260000E+00
+1.690000E-07,+3.240000E+00,+3.260000E+00
+1.700000E-07,+3.240000E+00,+3.260000E+00
+1.710000E-07,+3.240000E+00,+3.260000E+00
+1.720000E-07,+3.200000E+00,+3.260000E+00
+1.730000E-07,+3.160000E+00,+3.260000E+00
+1.740000E-07,+3.120000E+00,+3.260000E+00
+1.750000E-07,+3.000000E+00,+3.220000E+00
+1.760000E-07,+3.000000E+00,+3.180000E+00
+1.770000E-07,+2.960000E+00,+3.140000E+00
+1.780000E-07,+2.920000E+00,+3.180000E+00
+1.790000E-07,+2.960000E+00,+3.180000E+00
+1.800000E-07,+2.920000E+00,+3.220000E+00
+1.810000E-07,+2.960000E+00,+3.260000E+00
+1.820000E-07,+2.920000E+00,+3.300000E+00
+1.830000E-07,+2.920000E+00,+3.340000E+00
+1.840000E-07,+2.800000E+00,+3.300000E+00
+1.850000E-07,+2.760000E+00,+3.300000E+00
+1.860000E-07,+2.680000E+00,+3.260000E+00
+1.870000E-07,+2.640000E+00,+3.260000E+00
+1.880000E-07,+2.520000E+00,+3.220000E+00
+1.890000E-07,+2.520000E+00,+3.220000E+00
+1.900000E-07,+2.480000E+00,+3.220000E+00
+1.910000E-07,+2.440000E+00,+3.220000E+00
+1.920000E-07,+2.320000E+00,+3.220000E+00
+1.930000E-07,+2.320000E+00,+3.220000E+00
+1.940000E-07,+2.280000E+00,+3.260000E+00
+1.950000E-07,+2.200000E+00,+3.260000E+00
+1.960000E-07,+2.120000E+00,+3.260000E+00
+1.970000E-07,+2.040000E+00,+3.260000E+00
+1.980000E-07,+2.000000E+00,+3.260000E+00
+1.990000E-07,+1.960000E+00,+3.260000E+00
+2.000000E-07,+1.840000E+00,+3.260000E+00
+2.010000E-07,+1.800000E+00,+3.260000E+00
+2.020000E-07,+1.760000E+00,+3.260000E+00
+2.030000E-07,+1.680000E+00,+3.220000E+00
+2.040000E-07,+1.640000E+00,+3.220000E+00
+2.050000E-07,+1.600000E+00,+3.220000E+00
+2.060000E-07,+1.520000E+00,+3.220000E+00
+2.070000E-07,+1.440000E+00,+3.220000E+00
+2.080000E-07,+1.360000E+00,+3.220000E+00
+2.090000E-07,+1.360000E+00,+3.220000E+00
+2.100000E-07,+1.280000E+00,+3.220000E+00
+2.110000E-07,+1.240000E+00,+3.220000E+00
+2.120000E-07,+1.200000E+00,+3.220000E+00
+2.130000E-07,+1.120000E+00,+3.220000E+00
+2.140000E-07,+1.080000E+00,+3.220000E+00
+2.150000E-07,+9.999999E-01,+3.220000E+00
+2.160000E-07,+9.999999E-01,+3.220000E+00
+2.170000E-07,+9.200000E-01,+3.220000E+00
+2.180000E-07,+8.799999E-01,+3.220000E+00
+2.190000E-07,+8.400000E-01,+3.180000E+00
+2.200000E-07,+8.000000E-01,+3.180000E+00
+2.210000E-07,+8.000000E-01,+3.180000E+00
+2.220000E-07,+7.600000E-01,+3.180000E+00
+2.230000E-07,+7.200000E-01,+3.180000E+00
+2.240000E-07,+6.800000E-01,+3.180000E+00
+2.250000E-07,+6.400000E-01,+3.180000E+00
+2.260000E-07,+6.400000E-01,+3.180000E+00
+2.270000E-07,+6.000000E-01,+3.180000E+00
+2.280000E-07,+5.600000E-01,+3.180000E+00
+2.290000E-07,+5.200000E-01,+3.180000E+00
+2.300000E-07,+5.200000E-01,+3.180000E+00
+2.310000E-07,+4.800000E-01,+3.180000E+00
+2.320000E-07,+4.800000E-01,+3.180000E+00
+2.330000E-07,+4.400000E-01,+3.180000E+00
+2.340000E-07,+4.400000E-01,+3.180000E+00
+2.350000E-07,+4.000000E-01,+3.180000E+00
+2.360000E-07,+4.000000E-01,+3.180000E+00
+2.370000E-07,+3.600000E-01,+3.180000E+00
+2.380000E-07,+3.600000E-01,+3.180000E+00
+2.390000E-07,+3.600000E-01,+3.180000E+00
+2.400000E-07,+3.200000E-01,+3.180000E+00
+2.410000E-07,+3.200000E-01,+3.180000E+00
+2.420000E-07,+3.200000E-01,+3.180000E+00
+2.430000E-07,+2.800000E-01,+3.180000E+00
+2.440000E-07,+2.800000E-01,+3.220000E+00
+2.450000E-07,+2.800000E-01,+3.220000E+00
+2.460000E-07,+2.400000E-01,+3.220000E+00
+2.470000E-07,+2.400000E-01,+3.220000E+00
+2.480000E-07,+2.400000E-01,+3.220000E+00
+2.490000E-07,+2.400000E-01,+3.180000E+00
+2.500000E-07,+2.000000E-01,+3.180000E+00
+2.510000E-07,+2.000000E-01,+3.180000E+00
+2.520000E-07,+2.000000E-01,+3.220000E+00
+2.530000E-07,+2.000000E-01,+3.180000E+00
+2.540000E-07,+2.000000E-01,+3.180000E+00
+2.550000E-07,+2.000000E-01,+3.180000E+00
+2.560000E-07,+2.000000E-01,+3.220000E+00
+2.570000E-07,+1.600000E-01,+3.180000E+00
+2.580000E-07,+1.600000E-01,+3.180000E+00
+2.590000E-07,+1.600000E-01,+3.180000E+00
+2.600000E-07,+1.600000E-01,+3.180000E+00
+2.610000E-07,+1.600000E-01,+3.180000E+00
+2.620000E-07,+1.600000E-01,+3.140000E+00
+2.630000E-07,+1.600000E-01,+3.100000E+00
+2.640000E-07,+1.600000E-01,+3.020000E+00
+2.650000E-07,+1.600000E-01,+2.940000E+00
+2.660000E-07,+1.600000E-01,+2.900000E+00
+2.670000E-07,+1.200000E-01,+2.820000E+00
+2.680000E-07,+1.200000E-01,+2.780000E+00
+2.690000E-07,+1.200000E-01,+2.740000E+00
+2.700000E-07,+1.200000E-01,+2.660000E+00
+2.710000E-07,+1.200000E-01,+2.620000E+00
+2.720000E-07,+8.000000E-02,+2.580000E+00
+2.730000E-07,+8.000000E-02,+2.500000E+00
+2.740000E-07,+8.000000E-02,+2.420000E+00
+2.750000E-07,+8.000000E-02,+2.380000E+00
+2.760000E-07,+8.000000E-02,+2.300000E+00
+2.770000E-07,+3.999999E-02,+2.220000E+00
+2.780000E-07,+3.999999E-02,+2.180000E+00
+2.790000E-07,+3.999999E-02,+2.100000E+00
+2.800000E-07,+3.999999E-02,+2.060000E+00
+2.810000E-07,+3.999999E-02,+2.020000E+00
+2.820000E-07,+3.999999E-02,+1.940000E+00
+2.830000E-07,+8.000000E-02,+1.900000E+00
+2.840000E-07,+8.000000E-02,+1.860000E+00
+2.850000E-07,+8.000000E-02,+1.820000E+00
+2.860000E-07,+8.000000E-02,+1.740000E+00
+2.870000E-07,+8.000000E-02,+1.700000E+00
+2.880000E-07,+8.000000E-02,+1.660000E+00
+2.890000E-07,+8.000000E-02,+1.620000E+00
+2.900000E-07,+8.000000E-02,+1.580000E+00
+2.910000E-07,+8.000000E-02,+1.540000E+00
+2.920000E-07,+8.000000E-02,+1.500000E+00
+2.930000E-07,+8.000000E-02,+1.540000E+00
+2.940000E-07,+8.000000E-02,+1.420000E+00
+2.950000E-07,+8.000000E-02,+1.420000E+00
+2.960000E-07,+8.000000E-02,+1.380000E+00
+2.970000E-07,+8.000000E-02,+1.380000E+00
+2.980000E-07,+8.000000E-02,+1.300000E+00
+2.990000E-07,+8.000000E-02,+1.300000E+00
+3.000000E-07,+3.999999E-02,+1.260000E+00
+3.010000E-07,+3.999999E-02,+1.220000E+00
+3.020000E-07,+3.999999E-02,+1.180000E+00
+3.030000E-07,+3.999999E-02,+1.140000E+00
+3.040000E-07,+3.999999E-02,+1.140000E+00
+3.050000E-07,-1.490116E-08,+1.100000E+00
+3.060000E-07,-1.490116E-08,+1.060000E+00
+3.070000E-07,-1.490116E-08,+1.020000E+00
+3.080000E-07,-1.490116E-08,+9.800000E-01
+3.090000E-07,-1.490116E-08,+9.800000E-01
+3.100000E-07,-1.490116E-08,+9.000001E-01
+3.110000E-07,-1.490116E-08,+9.000001E-01
+3.120000E-07,-1.490116E-08,+9.000001E-01
+3.130000E-07,-1.490116E-08,+8.600001E-01
+3.140000E-07,-1.490116E-08,+8.200002E-01
+3.150000E-07,-1.490116E-08,+8.200002E-01
+3.160000E-07,-1.490116E-08,+8.200002E-01
+3.170000E-07,-1.490116E-08,+7.800000E-01
+3.180000E-07,-1.490116E-08,+7.400000E-01
+3.190000E-07,-1.490116E-08,+7.400000E-01
+3.200000E-07,-1.490116E-08,+7.400000E-01
+3.210000E-07,-1.490116E-08,+7.000000E-01
+3.220000E-07,-1.490116E-08,+7.000000E-01
+3.230000E-07,-1.490116E-08,+6.600001E-01
+3.240000E-07,-1.490116E-08,+6.600001E-01
+3.250000E-07,-1.490116E-08,+6.200001E-01
+3.260000E-07,-1.490116E-08,+5.800002E-01
+3.270000E-07,-1.490116E-08,+6.200001E-01
+3.280000E-07,-1.490116E-08,+5.800002E-01
+3.290000E-07,-1.490116E-08,+5.400000E-01
+3.300000E-07,-1.490116E-08,+5.400000E-01
+3.310000E-07,-1.490116E-08,+5.400000E-01
+3.320000E-07,-1.490116E-08,+5.000000E-01
+3.330000E-07,-1.490116E-08,+5.000000E-01
+3.340000E-07,-1.490116E-08,+4.600000E-01
+3.350000E-07,-1.490116E-08,+5.000000E-01
+3.360000E-07,-1.490116E-08,+4.600000E-01
+3.370000E-07,+8.000000E-02,+4.600000E-01
+3.380000E-07,+1.600000E-01,+4.600000E-01
+3.390000E-07,+2.400000E-01,+4.600000E-01
+3.400000E-07,+3.200000E-01,+5.000000E-01
+3.410000E-07,+4.000000E-01,+5.400000E-01
+3.420000E-07,+4.000000E-01,+5.400000E-01
+3.430000E-07,+4.000000E-01,+5.400000E-01
+3.440000E-07,+4.000000E-01,+4.600000E-01
+3.450000E-07,+4.000000E-01,+4.200001E-01
+3.460000E-07,+4.000000E-01,+3.800001E-01
+3.470000E-07,+4.400000E-01,+3.400002E-01
+3.480000E-07,+4.800000E-01,+3.000002E-01
+3.490000E-07,+5.600000E-01,+3.000002E-01
+3.500000E-07,+6.400000E-01,+3.000002E-01
+3.510000E-07,+7.600000E-01,+3.400002E-01
+3.520000E-07,+8.400000E-01,+3.000002E-01
+3.530000E-07,+9.200000E-01,+3.000002E-01
+3.540000E-07,+9.600000E-01,+3.000002E-01
+3.550000E-07,+1.040000E+00,+3.000002E-01
+3.560000E-07,+1.080000E+00,+3.000002E-01
+3.570000E-07,+1.120000E+00,+3.400002E-01
+3.580000E-07,+1.200000E+00,+2.600000E-01
+3.590000E-07,+1.240000E+00,+2.600000E-01
+3.600000E-07,+1.320000E+00,+2.600000E-01
+3.610000E-07,+1.400000E+00,+2.600000E-01
+3.620000E-07,+1.480000E+00,+2.200000E-01
+3.630000E-07,+1.520000E+00,+2.200000E-01
+3.640000E-07,+1.600000E+00,+2.200000E-01
+3.650000E-07,+1.680000E+00,+2.200000E-01
+3.660000E-07,+1.760000E+00,+2.200000E-01
+3.670000E-07,+1.760000E+00,+2.200000E-01
+3.680000E-07,+1.880000E+00,+2.200000E-01
+3.690000E-07,+1.920000E+00,+2.600000E-01
+3.700000E-07,+2.000000E+00,+2.600000E-01
+3.710000E-07,+2.040000E+00,+2.600000E-01
+3.720000E-07,+2.120000E+00,+2.600000E-01
+3.730000E-07,+2.200000E+00,+2.600000E-01
+3.740000E-07,+2.240000E+00,+2.600000E-01
+3.750000E-07,+2.280000E+00,+3.000002E-01
+3.760000E-07,+2.320000E+00,+2.600000E-01
+3.770000E-07,+2.400000E+00,+2.600000E-01
+3.780000E-07,+2.440000E+00,+2.600000E-01
+3.790000E-07,+2.480000E+00,+2.600000E-01
+3.800000E-07,+2.480000E+00,+2.600000E-01
+3.810000E-07,+2.560000E+00,+2.600000E-01
+3.820000E-07,+2.600000E+00,+2.600000E-01
+3.830000E-07,+2.600000E+00,+2.600000E-01
+3.840000E-07,+2.640000E+00,+3.000002E-01
+3.850000E-07,+2.680000E+00,+3.000002E-01
+3.860000E-07,+2.720000E+00,+3.000002E-01
+3.870000E-07,+2.760000E+00,+3.000002E-01
+3.880000E-07,+2.720000E+00,+3.000002E-01
+3.890000E-07,+2.760000E+00,+3.000002E-01
+3.900000E-07,+2.840000E+00,+2.600000E-01
+3.910000E-07,+2.840000E+00,+3.000002E-01
+3.920000E-07,+2.840000E+00,+3.000002E-01
+3.930000E-07,+2.880000E+00,+3.000002E-01
+3.940000E-07,+2.920000E+00,+3.000002E-01
+3.950000E-07,+2.880000E+00,+3.000002E-01
+3.960000E-07,+2.960000E+00,+3.000002E-01
+3.970000E-07,+2.920000E+00,+3.000002E-01
+3.980000E-07,+2.960000E+00,+3.000002E-01
+3.990000E-07,+2.960000E+00,+3.000002E-01
+4.000000E-07,+2.960000E+00,+3.000002E-01
+4.010000E-07,+3.000000E+00,+3.000002E-01
+4.020000E-07,+2.960000E+00,+3.000002E-01
+4.030000E-07,+3.040000E+00,+3.000002E-01
+4.040000E-07,+3.000000E+00,+3.000002E-01
+4.050000E-07,+3.000000E+00,+2.600000E-01
+4.060000E-07,+3.000000E+00,+2.600000E-01
+4.070000E-07,+3.000000E+00,+2.600000E-01
+4.080000E-07,+3.040000E+00,+2.600000E-01
+4.090000E-07,+3.040000E+00,+2.600000E-01
+4.100000E-07,+3.040000E+00,+2.600000E-01
+4.110000E-07,+3.040000E+00,+2.600000E-01
+4.120000E-07,+3.040000E+00,+2.600000E-01
+4.130000E-07,+3.080000E+00,+2.600000E-01
+4.140000E-07,+3.040000E+00,+2.200000E-01
+4.150000E-07,+3.080000E+00,+2.200000E-01
+4.160000E-07,+3.040000E+00,+2.200000E-01
+4.170000E-07,+3.080000E+00,+2.200000E-01
+4.180000E-07,+3.040000E+00,+2.200000E-01
+4.190000E-07,+3.080000E+00,+1.800001E-01
+4.200000E-07,+3.000000E+00,+1.800001E-01
+4.210000E-07,+3.040000E+00,+1.800001E-01
+4.220000E-07,+3.000000E+00,+1.400001E-01
+4.230000E-07,+3.080000E+00,+1.400001E-01
+4.240000E-07,+3.080000E+00,+1.400001E-01
+4.250000E-07,+3.080000E+00,+1.400001E-01
+4.260000E-07,+3.080000E+00,+1.400001E-01
+4.270000E-07,+3.080000E+00,+1.400001E-01
+4.280000E-07,+3.120000E+00,+1.400001E-01
+4.290000E-07,+3.120000E+00,+1.400001E-01
+4.300000E-07,+3.120000E+00,+1.400001E-01
+4.310000E-07,+3.160000E+00,+1.400001E-01
+4.320000E-07,+3.120000E+00,+1.800001E-01
+4.330000E-07,+3.160000E+00,+1.400001E-01
+4.340000E-07,+3.160000E+00,+1.400001E-01
+4.350000E-07,+3.120000E+00,+1.400001E-01
+4.360000E-07,+3.160000E+00,+1.400001E-01
+4.370000E-07,+3.160000E+00,+1.400001E-01
+4.380000E-07,+3.160000E+00,+1.000001E-01
+4.390000E-07,+3.160000E+00,+1.000001E-01
+4.400000E-07,+3.160000E+00,+1.400001E-01
+4.410000E-07,+3.160000E+00,+1.000001E-01
+4.420000E-07,+3.160000E+00,+1.000001E-01
+4.430000E-07,+3.160000E+00,+1.000001E-01
+4.440000E-07,+3.160000E+00,+1.000001E-01
+4.450000E-07,+3.200000E+00,+1.000001E-01
+4.460000E-07,+3.200000E+00,+1.000001E-01
+4.470000E-07,+3.200000E+00,+6.000018E-02
+4.480000E-07,+3.160000E+00,+1.400001E-01
+4.490000E-07,+3.200000E+00,+1.000001E-01
+4.500000E-07,+3.200000E+00,+1.000001E-01
+4.510000E-07,+3.240000E+00,+1.000001E-01
+4.520000E-07,+3.200000E+00,+1.000001E-01
+4.530000E-07,+3.240000E+00,+1.000001E-01
+4.540000E-07,+3.240000E+00,+6.000018E-02
+4.550000E-07,+3.240000E+00,+6.000018E-02
+4.560000E-07,+3.240000E+00,+1.400001E-01
+4.570000E-07,+3.240000E+00,+1.000001E-01
+4.580000E-07,+3.240000E+00,+6.000018E-02
+4.590000E-07,+3.240000E+00,+6.000018E-02
+4.600000E-07,+3.240000E+00,+6.000018E-02
+4.610000E-07,+3.240000E+00,+6.000018E-02
+4.620000E-07,+3.240000E+00,+6.000018E-02
+4.630000E-07,+3.240000E+00,+6.000018E-02
+4.640000E-07,+3.240000E+00,+6.000018E-02
+4.650000E-07,+3.200000E+00,+1.999998E-02
+4.660000E-07,+3.200000E+00,+6.000018E-02
+4.670000E-07,+3.240000E+00,+1.999998E-02
+4.680000E-07,+3.200000E+00,+1.999998E-02
+4.690000E-07,+3.160000E+00,+1.999998E-02
+4.700000E-07,+3.160000E+00,+1.999998E-02
+4.710000E-07,+3.200000E+00,+1.999998E-02
+4.720000E-07,+3.240000E+00,+6.000018E-02
+4.730000E-07,+3.200000E+00,+1.999998E-02
+4.740000E-07,+3.200000E+00,+1.999998E-02
+4.750000E-07,+3.200000E+00,+1.999998E-02
+4.760000E-07,+3.200000E+00,+1.999998E-02
+4.770000E-07,+3.160000E+00,+1.999998E-02
+4.780000E-07,+3.200000E+00,+1.999998E-02
+4.790000E-07,+3.200000E+00,+1.999998E-02
+4.800000E-07,+3.200000E+00,+1.999998E-02
+4.810000E-07,+3.200000E+00,+1.999998E-02
+4.820000E-07,+3.200000E+00,+1.999998E-02
+4.830000E-07,+3.200000E+00,+1.999998E-02
+4.840000E-07,+3.200000E+00,+1.999998E-02
+4.850000E-07,+3.160000E+00,+1.999998E-02
+4.860000E-07,+3.160000E+00,+1.999998E-02
+4.870000E-07,+3.200000E+00,+6.000018E-02
+4.880000E-07,+3.200000E+00,+1.999998E-02
+4.890000E-07,+3.200000E+00,+1.999998E-02
+4.900000E-07,+3.160000E+00,+1.999998E-02
+4.910000E-07,+3.240000E+00,+1.999998E-02
+4.920000E-07,+3.200000E+00,+1.999998E-02
+4.930000E-07,+3.240000E+00,+1.999998E-02
+4.940000E-07,+3.160000E+00,-1.999998E-02
+4.950000E-07,+3.240000E+00,-1.999998E-02
+4.960000E-07,+3.200000E+00,+1.999998E-02
+4.970000E-07,+3.200000E+00,+1.999998E-02
+4.980000E-07,+3.160000E+00,+1.999998E-02
+4.990000E-07,+3.160000E+00,+1.999998E-02
+5.000000E-07,+3.040000E+00,-1.999998E-02
