Record Length,Analog:700
Sample Interval,CH:0.0000000010000
Vertical Units,CH1:V CH3:V,,,
Vertical Scale,CH1:+1.000000E+00 CH3:+1.000000E+00,,,
Vertical Offset,CH1:+2.000000E-01 CH3:-3.500000E+00,,,
Horizontal Units,us,,,
Horizontal Scale,0.0500000000,,,
Model Number,SDS1204X-E,,,
Serial Number,SDSMMEBQ3R3911,,,
Software Version,8.1.6.1.33,,,
Source,CH1,CH3
+5.010000E-07,+3.000000E+00,-1.999998E-02
+5.020000E-07,+3.000000E+00,-5.999994E-02
+5.030000E-07,+2.960000E+00,-5.999994E-02
+5.040000E-07,+2.920000E+00,-5.999994E-02
+5.050000E-07,+3.000000E+00,-1.999998E-02
+5.060000E-07,+3.000000E+00,-1.999998E-02
+5.070000E-07,+3.000000E+00,+1.999998E-02
+5.080000E-07,+2.960000E+00,+1.999998E-02
+5.090000E-07,+2.880000E+00,+6.000018E-02
+5.100000E-07,+2.840000E+00,+6.000018E-02
+5.110000E-07,+2.800000E+00,+6.000018E-02
+5.120000E-07,+2.720000E+00,+6.000018E-02
+5.130000E-07,+2.640000E+00,+1.999998E-02
+5.140000E-07,+2.600000E+00,+1.999998E-02
+5.150000E-07,+2.520000E+00,-1.999998E-02
+5.160000E-07,+2.480000E+00,-1.999998E-02
+5.170000E-07,+2.400000E+00,-1.999998E-02
+5.180000E-07,+2.360000E+00,-1.999998E-02
+5.190000E-07,+2.320000E+00,+1.999998E-02
+5.200000E-07,+2.280000E+00,-1.999998E-02
+5.210000E-07,+2.200000E+00,-1.999998E-02
+5.220000E-07,+2.120000E+00,-1.999998E-02
+5.230000E-07,+2.080000E+00,-1.999998E-02
+5.240000E-07,+2.040000E+00,-1.999998E-02
+5.250000E-07,+1.960000E+00,-1.999998E-02
+5.260000E-07,+1.880000E+00,-1.999998E-02
+5.270000E-07,+1.840000E+00,+1.999998E-02
+5.280000E-07,+1.760000E+00,-1.999998E-02
+5.290000E-07,+1.720000E+00,-1.999998E-02
+5.300000E-07,+1.640000E+00,-1.999998E-02
+5.310000E-07,+1.600000E+00,-1.999998E-02
+5.320000E-07,+1.520000E+00,-1.999998E-02
+5.330000E-07,+1.480000E+00,-1.999998E-02
+5.340000E-07,+1.400000E+00,-5.999994E-02
+5.350000E-07,+1.320000E+00,-5.999994E-02
+5.360000E-07,+1.280000E+00,-1.999998E-02
+5.370000E-07,+1.240000E+00,-1.999998E-02
+5.380000E-07,+1.160000E+00,-1.999998E-02
+5.390000E-07,+1.120000E+00,-5.999994E-02
+5.400000E-07,+1.080000E+00,-5.999994E-02
+5.410000E-07,+1.040000E+00,-1.999998E-02
+5.420000E-07,+9.600000E-01,-5.999994E-02
+5.430000E-07,+9.200000E-01,-5.999994E-02
+5.440000E-07,+8.799999E-01,-5.999994E-02
+5.450000E-07,+8.400000E-01,-5.999994E-02
+5.460000E-07,+8.000000E-01,-5.999994E-02
+5.470000E-07,+8.000000E-01,-5.999994E-02
+5.480000E-07,+7.600000E-01,-5.999994E-02
+5.490000E-07,+7.200000E-01,-5.999994E-02
+5.500000E-07,+6.800000E-01,-5.999994E-02
+5.510000E-07,+6.400000E-01,-5.999994E-02
+5.520000E-07,+6.000000E-01,-5.999994E-02
+5.530000E-07,+6.000000E-01,-5.999994E-02
+5.540000E-07,+5.600000E-01,-5.999994E-02
+5.550000E-07,+5.200000E-01,-5.999994E-02
+5.560000E-07,+5.200000E-01,-5.999994E-02
+5.570000E-07,+4.800000E-01,-5.999994E-02
+5.580000E-07,+4.800000E-01,-9.999990E-02
+5.590000E-07,+4.400000E-01,-1.999998E-02
+5.600000E-07,+4.400000E-01,-5.999994E-02
+5.610000E-07,+4.000000E-01,-5.999994E-02
+5.620000E-07,+4.000000E-01,-5.999994E-02
+5.630000E-07,+3.600000E-01,-5.999994E-02
+5.640000E-07,+3.600000E-01,-5.999994E-02
+5.650000E-07,+3.600000E-01,-5.999994E-02
+5.660000E-07,+3.200000E-01,-5.999994E-02
+5.670000E-07,+3.200000E-01,-5.999994E-02
+5.680000E-07,+3.200000E-01,-1.999998E-02
+5.690000E-07,+2.800000E-01,-1.999998E-02
+5.700000E-07,+2.800000E-01,-5.999994E-02
+5.710000E-07,+2.800000E-01,-5.999994E-02
+5.720000E-07,+2.800000E-01,-1.999998E-02
+5.730000E-07,+2.400000E-01,-1.999998E-02
+5.740000E-07,+2.400000E-01,-5.999994E-02
+5.750000E-07,+2.400000E-01,-5.999994E-02
+5.760000E-07,+2.000000E-01,-1.999998E-02
+5.770000E-07,+2.000000E-01,-5.999994E-02
+5.780000E-07,+2.000000E-01,-5.999994E-02
+5.790000E-07,+2.000000E-01,-5.999994E-02
+5.800000E-07,+2.000000E-01,-5.999994E-02
+5.810000E-07,+2.000000E-01,-5.999994E-02
+5.820000E-07,+1.600000E-01,-5.999994E-02
+5.830000E-07,+1.600000E-01,-5.999994E-02
+5.840000E-07,+1.600000E-01,-1.999998E-02
+5.850000E-07,+1.600000E-01,-5.999994E-02
+5.860000E-07,+1.600000E-01,-5.999994E-02
+5.870000E-07,+1.600000E-01,-5.999994E-02
+5.880000E-07,+1.600000E-01,-5.999994E-02
+5.890000E-07,+1.600000E-01,-5.999994E-02
+5.900000E-07,+1.600000E-01,-1.999998E-02
+5.910000E-07,+1.600000E-01,-5.999994E-02
+5.920000E-07,+1.600000E-01,-5.999994E-02
+5.930000E-07,+1.600000E-01,-5.999994E-02
+5.940000E-07,+1.600000E-01,-5.999994E-02
+5.950000E-07,+1.200000E-01,-5.999994E-02
+5.960000E-07,+1.200000E-01,-5.999994E-02
+5.970000E-07,+1.200000E-01,-5.999994E-02
+5.980000E-07,+8.000000E-02,-5.999994E-02
+5.990000E-07,+8.000000E-02,-1.999998E-02
+6.000000E-07,+8.000000E-02,-1.999998E-02
+6.010000E-07,+8.000000E-02,-1.999998E-02
+6.020000E-07,+8.000000E-02,-1.999998E-02
+6.030000E-07,+8.000000E-02,-1.999998E-02
+6.040000E-07,+3.999999E-02,-1.999998E-02
+6.050000E-07,+3.999999E-02,+1.999998E-02
+6.060000E-07,+3.999999E-02,-1.999998E-02
+6.070000E-07,+3.999999E-02,-5.999994E-02
+6.080000E-07,-1.490116E-08,-1.999998E-02
+6.090000E-07,-1.490116E-08,-1.999998E-02
+6.100000E-07,-1.490116E-08,-1.999998E-02
+6.110000E-07,-1.490116E-08,-1.999998E-02
+6.120000E-07,-1.490116E-08,-1.999998E-02
+6.130000E-07,-1.490116E-08,-1.999998E-02
+6.140000E-07,-1.490116E-08,-5.999994E-02
+6.150000E-07,-1.490116E-08,-5.999994E-02
+6.160000E-07,-1.490116E-08,-1.999998E-02
+6.170000E-07,-1.490116E-08,-1.999998E-02
+6.180000E-07,-1.490116E-08,-5.999994E-02
+6.190000E-07,-1.490116E-08,-5.999994E-02
+6.200000E-07,-1.490116E-08,-5.999994E-02
+6.210000E-07,-1.490116E-08,-5.999994E-02
+6.220000E-07,-1.490116E-08,-5.999994E-02
+6.230000E-07,-1.490116E-08,-5.999994E-02
+6.240000E-07,-1.490116E-08,-5.999994E-02
+6.250000E-07,-4.000001E-02,-5.999994E-02
+6.260000E-07,-4.000001E-02,-5.999994E-02
+6.270000E-07,-4.000001E-02,-5.999994E-02
+6.280000E-07,-4.000001E-02,-5.999994E-02
+6.290000E-07,-4.000001E-02,-5.999994E-02
+6.300000E-07,-8.000001E-02,-5.999994E-02
+6.310000E-07,-8.000001E-02,-5.999994E-02
+6.320000E-07,-4.000001E-02,-5.999994E-02
+6.330000E-07,-4.000001E-02,-5.999994E-02
+6.340000E-07,-4.000001E-02,-5.999994E-02
+6.350000E-07,-4.000001E-02,-5.999994E-02
+6.360000E-07,-4.000001E-02,-5.999994E-02
+6.370000E-07,-4.000001E-02,-1.999998E-02
+6.380000E-07,-4.000001E-02,-5.999994E-02
+6.390000E-07,-4.000001E-02,-5.999994E-02
+6.400000E-07,-4.000001E-02,-1.999998E-02
+6.410000E-07,-4.000001E-02,-1.999998E-02
+6.420000E-07,-4.000001E-02,-1.999998E-02
+6.430000E-07,-1.490116E-08,-1.999998E-02
+6.440000E-07,-1.490116E-08,-1.999998E-02
+6.450000E-07,-1.490116E-08,-1.999998E-02
+6.460000E-07,-1.490116E-08,-1.999998E-02
+6.470000E-07,-1.490116E-08,-1.999998E-02
+6.480000E-07,-1.490116E-08,+1.999998E-02
+6.490000E-07,-1.490116E-08,-1.999998E-02
+6.500000E-07,-1.490116E-08,-1.999998E-02
+6.510000E-07,-1.490116E-08,-1.999998E-02
+6.520000E-07,-1.490116E-08,-1.999998E-02
+6.530000E-07,-1.490116E-08,-1.999998E-02
+6.540000E-07,-1.490116E-08,-5.999994E-02
+6.550000E-07,-1.490116E-08,-1.999998E-02
+6.560000E-07,-1.490116E-08,-1.999998E-02
+6.570000E-07,-1.490116E-08,-1.999998E-02
+6.580000E-07,-1.490116E-08,-1.999998E-02
+6.590000E-07,-1.490116E-08,-1.999998E-02
+6.600000E-07,-1.490116E-08,-1.999998E-02
+6.610000E-07,-1.490116E-08,-1.999998E-02
+6.620000E-07,-1.490116E-08,-1.999998E-02
+6.630000E-07,+8.000000E-02,-1.999998E-02
+6.640000E-07,+1.600000E-01,+1.999998E-02
+6.650000E-07,+2.400000E-01,+1.999998E-02
+6.660000E-07,+3.200000E-01,+1.999998E-02
+6.670000E-07,+3.600000E-01,+6.000018E-02
+6.680000E-07,+4.000000E-01,+6.000018E-02
+6.690000E-07,+4.000000E-01,+6.000018E-02
+6.700000E-07,+4.000000E-01,+1.000001E-01
+6.710000E-07,+4.000000E-01,+1.999998E-02
+6.720000E-07,+4.000000E-01,-1.999998E-02
+6.730000E-07,+4.400000E-01,-1.999998E-02
+6.740000E-07,+4.800000E-01,-5.999994E-02
+6.750000E-07,+5.600000E-01,-5.999994E-02
+6.760000E-07,+6.400000E-01,-5.999994E-02
+6.770000E-07,+7.200000E-01,-5.999994E-02
+6.780000E-07,+8.000000E-01,-5.999994E-02
+6.790000E-07,+8.400000E-01,+1.999998E-02
+6.800000E-07,+9.600000E-01,-1.999998E-02
+6.810000E-07,+9.999999E-01,+1.999998E-02
+6.820000E-07,+1.080000E+00,+1.999998E-02
+6.830000E-07,+1.120000E+00,-1.999998E-02
+6.840000E-07,+1.160000E+00,-1.999998E-02
+6.850000E-07,+1.240000E+00,+1.999998E-02
+6.860000E-07,+1.320000E+00,-1.999998E-02
+6.870000E-07,+1.400000E+00,-1.999998E-02
+6.880000E-07,+1.400000E+00,-1.999998E-02
+6.890000E-07,+1.520000E+00,-1.999998E-02
+6.900000E-07,+1.600000E+00,-1.999998E-02
+6.910000E-07,+1.680000E+00,-1.999998E-02
+6.920000E-07,+1.760000E+00,-1.999998E-02
+6.930000E-07,+1.800000E+00,-1.999998E-02
+6.940000E-07,+1.880000E+00,+1.999998E-02
+6.950000E-07,+1.880000E+00,+1.999998E-02
+6.960000E-07,+2.000000E+00,+1.999998E-02
+6.970000E-07,+2.040000E+00,+1.999998E-02
+6.980000E-07,+2.120000E+00,+1.999998E-02
+6.990000E-07,+2.200000E+00,+1.999998E-02
